id,url,createdTime,Confidence,Variant,Source Value,Converted m,Source Unit,Measurement ID,Structure ID,Notes,Interpretation,Status,Evidence,Axis,Cubit Preset,Measurement
3c60b963-e600-8151-a395-ed179c007f55,https://app.notion.com/3c60b963e6008151a395ed179c007f55,2026-08-24 06:36:56Z,B,HISTORICAL_SURVEY_WARREN,18,5.4864,foot,M-WARREN-DOUBLE-PASSAGE-W18FT,SUB-040,Historical observation; not yet AD30 geometry lock.,Warren 1884 text: each Double Gate passage reported c.18 ft wide.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Width,N/A,Double Gate historical passage width · each
3c60b963-e600-8153-a5da-dc18d9224f01,https://app.notion.com/3c60b963e6008153a5dadc18d9224f01,2026-08-24 07:24:56Z,A,MID_ULAM_STEPS,3,1.575,cubit,M-ULAM-LANDING-B3C,ULAM-APPROACH,,Second 3c level-space sequence.,Candidate,"[""https://app.notion.com/3c60b963e6008182abd1d79866c98995""]",X/E-W,0.525m,Altar→Ulam landing B · 3 cubits
3c60b963-e600-8153-bd24-e91a09c9064e,https://app.notion.com/3c60b963e6008153bd24e91a09c9064e,2026-08-24 06:36:56Z,B,HISTORICAL_SURVEY_WARREN,41,12.4968,foot,M-WARREN-DOUBLE-TUNNEL-W41FT,SUB-040,Does not exactly equal 18+6+18=42 ft; retain both historical observations.,Survey of Western Palestine reports Double Gate double tunnel total width c.41 ft.,Conflict,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Width,N/A,Double Gate double-tunnel total width · Warren/Conder
3c60b963-e600-8158-856f-d249b9d1e7bd,https://app.notion.com/3c60b963e6008158856fd249b9d1e7bd,2026-08-24 07:24:56Z,A,R_ELIEZER_BEN_JACOB,0.5,0.2625,cubit,M-ISRAEL-PRIESTS-HALFSTEP,ISRAEL-PRIESTS-LEVEL,,Rise of each of the three additional steps.,Candidate,"[""https://app.notion.com/3c60b963e60081e186bded86e836a012""]",Z/Height,0.525m,Israel→Priests additional step rise · 0.5 cubit
3c60b963-e600-8159-8dc3-d7a8c7107956,https://app.notion.com/3c60b963e60081598dc3d7a8c7107956,2026-08-24 06:16:04Z,B,HEIGHT_STD,1,0.525,cubit,M-SANCT-PLASTER2-Z,SANCT_HEIGHT,,Upper maazivah.,Locked,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Upper plaster/roof build-up · 1 cubit
3c60b963-e600-8159-a1c3-d1d8960a2a0d,https://app.notion.com/3c60b963e6008159a1c3d1d8960a2a0d,2026-08-24 07:24:56Z,A,MID_CELLS,15,,count,M-CELLS-NORTH15,SANCT-CELLS-N,,Five per floor × three floors on north.,Locked,"[""https://app.notion.com/3c60b963e600813c885bcb46530d9be0""]",Radius/Other,N/A,Sanctuary side cells · north count 15
3c60b963-e600-815a-90b1-ccf8699db8a0,https://app.notion.com/3c60b963e600815a90b1ccf8699db8a0,2026-08-24 05:26:23Z,B,MID,11,5.775,cubit,M-ISRAEL-X,ISRAEL_COURT,,E-W strip width.,Candidate,"[""https://app.notion.com/3c60b963e600812b8988de502332ceac""]",X/E-W,0.525m,Court of Israel width · 11 cubits
3c60b963-e600-815b-9805-cf57dca63912,https://app.notion.com/3c60b963e600815b9805cf57dca63912,2026-08-24 05:48:32Z,B,MID-4.7,1,0.525,cubit,M-SAN-EW-05,TRAKSIN,,One-cubit separation zone between Hekhal and Holy of Holies.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",X/E-W,0.525m,Sanctuary EW · Traksin 1c
3c60b963-e600-815b-a883-e05cdb2fbada,https://app.notion.com/3c60b963e600815ba883e05cdb2fbada,2026-08-24 05:48:32Z,B,MID-4.7,6,3.15,cubit,M-SAN-NS-04,CELL_N,,Middle-level north side cell width.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · north cell 6c
3c60b963-e600-815c-b4e5-f5d3e0fbe37a,https://app.notion.com/3c60b963e600815cb4e5f5d3e0fbe37a,2026-08-24 07:24:56Z,A,MID_CELLS,5,,count,M-CELL-NE-OPENINGS5,SANCT-CELL-NE,Exact opening sizes/offsets unresolved.,Right cell + above + mesibbah + wicket/door + Hekhal.,Locked,"[""https://app.notion.com/3c60b963e600813c885bcb46530d9be0""]",Radius/Other,N/A,NE corner cell openings · 5
3c60b963-e600-815d-a8c0-d7ec0b9e081e,https://app.notion.com/3c60b963e600815da8c0d7ec0b9e081e,2026-08-24 07:13:33Z,A,R_JUDAH_TABLE,10,0.875,handbreadth,M-SHB-JUDAH-L10HB,SHOWBREAD_TABLE,Pairs with width 5 handbreadths.,R. Judah vessel-cubit/table variant.,Conflict,"[""https://app.notion.com/3c60b963e600814a9432e5f9561ab5e6""]",X/E-W,0.525m,Showbread Table · R Judah length 10 handbreadths
3c60b963-e600-8160-a779-f8dc56bbeb11,https://app.notion.com/3c60b963e6008160a779f8dc56bbeb11,2026-08-24 05:48:32Z,B,MID-4.7,3,1.575,cubit,M-SAN-NS-10,WATER_DESCENT,,Water descent zone on south side.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · water descent 3c
3c60b963-e600-8163-be63-d472146da981,https://app.notion.com/3c60b963e6008163be63d472146da981,2026-08-24 05:48:32Z,B,MID-4.7,6,3.15,cubit,M-SAN-NS-05,HEKHAL_WALL_N,,North Hekhal wall thickness zone.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · north Hekhal wall 6c
3c60b963-e600-8164-86da-f688948736c9,https://app.notion.com/3c60b963e600816486daf688948736c9,2026-08-24 07:13:33Z,C,DERIVED_MISHNAH_PAROKHET,6,,count,M-PAROKHET-EACHCOMP6,TEXTILE_PAROKHET,Keep derived flag.,"Derived as 24/4 material-color components; interpretive yarn architecture, not separately stated raw count.",Candidate,"[""https://app.notion.com/3c60b963e600818dbfc3ca7699507380""]",Radius/Other,N/A,Parokhet threads per color/material · derived 6
3c60b963-e600-8166-b21b-d68fcdec5881,https://app.notion.com/3c60b963e6008166b21bd68fcdec5881,2026-08-24 07:38:36Z,B,MESIBBAH-PATRICH,7,3.675,cubit,M-MESIBBAH-PATRICH-LANDING7C,MESIBBAH,Landings align with cell-story floor levels in reconstruction.,"Three reconstructed landings, each 7c.",Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",X/E-W,0.525m,Patrich mesibbah landing length · 7 cubits
3c60b963-e600-816e-af70-ca8314f5eb7d,https://app.notion.com/3c60b963e600816eaf70ca8314f5eb7d,2026-08-24 07:13:33Z,A,SHOWBREAD_SYSTEM,2,,count,M-SHB-STACKS2,SHOWBREAD_CONTENTS,,Two bread stacks.,Locked,"[""https://app.notion.com/3c60b963e600814a9432e5f9561ab5e6""]",Radius/Other,N/A,Showbread stacks · count 2
3c60b963-e600-816f-8402-e38697826792,https://app.notion.com/3c60b963e600816f8402e38697826792,2026-08-24 08:08:43Z,A,YOMA_ALTAR_ALIGNMENT,0,0,cubit,M-AZ-ALTAR-CENTER-Y0,ALTAR_MID,Coordinate is derived from textual alignment; not a direct surveyed coordinate.,Derived from Yoma 16b: altar 32c = 11c north +10c opposite Hekhal doorway +11c south; Hekhal doorway centered on H0 axis.,Candidate,"[""https://app.notion.com/3c60b963e60081b8b14ac66a73c25379""]",Y/N-S,0.525m,Azarah altar centerline Y · H0 aligned
3c60b963-e600-8172-85cb-f05f6dc64cc2,https://app.notion.com/3c60b963e600817285cbf05f6dc64cc2,2026-08-24 05:48:32Z,B,MID-4.7,20,10.5,cubit,M-SAN-EW-06,HOLY_OF_HOLIES,,Holy of Holies interior east-west length; H0 centered within it.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",X/E-W,0.525m,Sanctuary EW · Holy of Holies 20c
3c60b963-e600-8172-9459-dcf2e1841b15,https://app.notion.com/3c60b963e60081729459dcf2e1841b15,2026-08-24 06:44:39Z,A,PHYSICAL_TRIPLE_CHAMBERS,14.3,14.3,meter,M-TRIPLE-CHAMBERS-L14_3,SUB-021,Exact chamber A/B split awaits plan digitization.,Total length of the two principal rock-cut chambers parallel to south wall.,Candidate,"[""https://app.notion.com/3c60b963e60081ecb49ceb50c49d7384""]",X/E-W,N/A,Triple Gate two rock-cut chambers · total length
3c60b963-e600-8172-956c-d777a8b1f719,https://app.notion.com/3c60b963e6008172956cd777a8b1f719,2026-08-24 05:48:32Z,B,MID-4.7,5,2.625,cubit,M-SAN-NS-09,CELL_WALL_S,,South cell wall zone.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · south cell wall 5c
3c60b963-e600-8172-b68a-f03b5df840f1,https://app.notion.com/3c60b963e6008172b68af03b5df840f1,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,10.5,3.2004,foot,M-WARREN-TRIPLE-TUNNEL-PIER-CLEAR10_5FT,SUB-041,"Record as clear interval between wall piers, not center-to-center bay.",Warren/Conder: piers c.10 ft 6 in apart with semicircular arches over.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Width,N/A,Triple tunnel west-wall pier spacing clear
3c60b963-e600-8174-9fec-e2cce79240b8,https://app.notion.com/3c60b963e60081749fece2cce79240b8,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,18,0.4572,inch,M-WARREN-TRIPLE-RECESS-D18IN,SUB-041,Observed historical fabric.,Warren/Conder: rough ashlar infill between piers forms recesses c.18 in deep.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Depth,N/A,Triple tunnel wall recess depth
3c60b963-e600-8176-8e8e-de8246b3823b,https://app.notion.com/3c60b963e60081768e8ede8246b3823b,2026-08-24 06:43:04Z,B,LATER_EXTENSION_REFERENCE,260,79.248,foot,M-WARREN-DOUBLE-PRESENT-L260FT,SUB-040,Do not use full 260ft as AD30 tunnel length.,Warren/Conder: present tunnel then extended c.260 ft under Aksa; northern extension interpreted as later.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Depth,N/A,Double tunnel present extended length under Aksa
3c60b963-e600-8176-b425-e00f857c1a8d,https://app.notion.com/3c60b963e6008176b425e00f857c1a8d,2026-08-24 06:44:39Z,B,SECONDARY_TRANSCRIPTION,0.7,0.7,meter,M-TRIPLE-CHAMBER-PARTITION-T0_7,SUB-021,Do not lock until verified on original 2016 plan/section.,Secondary transcription of excavation dimensions: quarried partition c.0.7m thick.,Candidate,"[""https://app.notion.com/3c60b963e60081ecb49ceb50c49d7384""]",Width,N/A,Triple Gate chamber partition wall thickness · transcribed
3c60b963-e600-8177-a545-dd1c54c3826c,https://app.notion.com/3c60b963e6008177a545dd1c54c3826c,2026-08-24 07:14:17Z,A,MISHNAH_TAMID_RAW,2,,count,M-ALTAR-DAILY-FIREPILES2,ALTAR_FIRE_SYSTEM,Do not model only a single undifferentiated fire.,Tamid describes main sacrificial arrangement plus second arrangement for incense coals; additional constant-fire interpretation is commentary/tradition and kept separate.,Locked,"[""https://app.notion.com/3c60b963e60081339770c3483e0d57ef""]",Radius/Other,N/A,Outer altar main fire arrangements · minimum daily count 2
3c60b963-e600-8178-8e76-fedd87545219,https://app.notion.com/3c60b963e60081788e76fedd87545219,2026-08-24 05:48:32Z,B,MID-4.7,6,3.15,cubit,M-SAN-EW-08,WEST_CELL,,Western cell width in middle-level plan chain.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",X/E-W,0.525m,Sanctuary EW · west cell 6c
3c60b963-e600-8179-80e6-ffbe0568acbb,https://app.notion.com/3c60b963e600817980e6ffbe0568acbb,2026-08-24 07:24:56Z,A,MID_CELLS,5,2.625,cubit,M-CELL-LOWER-W5C,SANCT-CELLS,,Lowest-story cell width; ceiling projection broadens next zone to 6c.,Locked,"[""https://app.notion.com/3c60b963e600813c885bcb46530d9be0""]",Width,0.525m,Lowest cell width · 5 cubits
3c60b963-e600-8179-ace0-cc7a898b0d65,https://app.notion.com/3c60b963e6008179ace0cc7a898b0d65,2026-08-24 06:43:04Z,C,HISTORICAL_DATUM_WARREN,38,11.5824,foot,M-WARREN-TRIPLE-SILL-BELOW-SANCT38FT,SUB-041,Requires normalization to absolute/relative datum and phase validation before 3D lock.,Warren/Conder historical datum: gate sill c.38 ft below Sanctuary level.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Z/Height,N/A,Triple Gate sill below Sanctuary level
3c60b963-e600-817a-b28b-ce9daa7fcd54,https://app.notion.com/3c60b963e600817ab28bce9daa7fcd54,2026-08-24 06:32:55Z,A,PHYSICAL_A9477,3.84,3.84,meter,M-SOUTH-SLAB1075-L,SUB-050,Exceptional slab.,IAA 2026 paving slab L1075.,Candidate,"[""https://app.notion.com/3c60b963e60081b18759cc5641abd6c6""]",X/E-W,N/A,Exceptional south street slab · length
3c60b963-e600-817d-bf06-dc89bddd3e04,https://app.notion.com/3c60b963e600817dbf06dc89bddd3e04,2026-08-24 08:08:43Z,B,RAMBAM_RAMP_GEOMETRY,-14,-7.35,cubit,M-AZ-RAMP-SOURCE-N-Y,ALTAR-RAMP,Corrected from P-03 v0.1 direction.,"32c source ramp envelope from Y=-46c to Y=-14c, overlapping 2c into altar zone.",Candidate,"[""https://app.notion.com/3c60b963e60081f18fd2d10ba1662852""]",Y/N-S,0.525m,Ramp source envelope north overlap Y
3c60b963-e600-817f-a5e9-e39aa640f7b4,https://app.notion.com/3c60b963e600817fa5e9e39aa640f7b4,2026-08-24 07:49:13Z,A,NICANOR-RABBINIC-WEST,10,5.25,cubit,M-NICANOR-W10C,NICANOR-RABBINIC-WEST,Gatehouse outer width remains unresolved.,Applies Middot general non-Ulam gate class to Nicanor.,Candidate,"[""https://app.notion.com/3c60b963e60081a18482fb314ae58d10""]",Width,0.525m,Rabbinic Nicanor central opening width · 10 cubits
3c60b963-e600-8181-8e7e-e811e4a4a29f,https://app.notion.com/3c60b963e60081818e7ee811e4a4a29f,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,5,2.625,cubit,M-CELL-PATRICH-TOPROOF5C,SANCT-CELLS,Couples to lower sanctuary roof build-up.,"Roof structure above third-story cells, aligning roof surface with Upper Chamber floor.",Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Z/Height,0.525m,Patrich top cell roof build-up · 5 cubits
3c60b963-e600-8181-ace1-c9d1d5b20992,https://app.notion.com/3c60b963e6008181ace1c9d1d5b20992,2026-08-24 06:16:04Z,B,MID,6,3.15,cubit,M-HEL-STEPS-TOTAL-Z,HEL_STEPS,Individual tread already registered separately.,"Total rise from 12 steps, each 0.5 cubit high.",Locked,"[""https://app.notion.com/3c60b963e6008117a894d256d899f98f""]",Z/Height,0.525m,Hel → Court rise · 12×0.5c = 6c
3c60b963-e600-8181-ba7e-e4720f21005d,https://app.notion.com/3c60b963e6008181ba7ee4720f21005d,2026-08-24 06:36:56Z,C,HISTORICAL_SURVEY_WARREN,190,57.912,foot,M-WARREN-SOUTH-TUNNEL-L190FT,SUB-040/SUB-041,Critical C-02 candidate; requires modern plan correlation before locking emergence point.,Historical survey places original Double/Triple tunnel masonry termination at about 190 ft north of south wall before later continuation.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Depth,N/A,South gate original tunnel termination from south wall · historical
3c60b963-e600-8182-a0dc-ceecafee7d2a,https://app.notion.com/3c60b963e6008182a0dcceecafee7d2a,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,2,1.05,cubit,M-CELL-PATRICH-CEILING2C,SANCT-CELLS,Two occurrences.,Assumed ceiling/floor structure between stories 1–2 and 2–3.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Z/Height,0.525m,Patrich intermediate cell ceiling structure · 2 cubits
3c60b963-e600-8183-8473-f9ac61d884a4,https://app.notion.com/3c60b963e60081838473f9ac61d884a4,2026-08-24 07:24:56Z,A,MID_CELLS,5,,count,M-CELLS-NS-PERFLOOR5,SANCT-CELLS-NS,,Five cells on each N/S story.,Locked,"[""https://app.notion.com/3c60b963e600813c885bcb46530d9be0""]",Radius/Other,N/A,North/South cells per floor · 5
3c60b963-e600-8185-9abd-ef1cb6ae5333,https://app.notion.com/3c60b963e60081859abdef1cb6ae5333,2026-08-24 07:13:33Z,A,SHOWBREAD_LOAF,10,0.875,handbreadth,M-SHB-LOAF-L10HB,SHOWBREAD_CONTENTS,Folded shape depends table variant.,Loaf length in Menachot discussion.,Candidate,"[""https://app.notion.com/3c60b963e600814a9432e5f9561ab5e6""]",X/E-W,0.525m,Showbread loaf length · 10 handbreadths
3c60b963-e600-8186-9670-c2b8ff377ff8,https://app.notion.com/3c60b963e60081869670c2b8ff377ff8,2026-08-24 05:48:32Z,B,MID-4.7,5,2.625,cubit,M-SAN-NS-11,OUTER_WALL_S,,North-to-south sanctuary chain segment 11/11; total 70c.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · outer south wall 5c
3c60b963-e600-8187-8125-fadedcdd78d6,https://app.notion.com/3c60b963e60081878125fadedcdd78d6,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,9,4.725,cubit,M-CELL-PATRICH-NS-CELL9C,SANCT-CELLS-NS,Not specified in Middot.,Assumed equal N/S cell longitudinal length.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",X/E-W,0.525m,Patrich N/S individual cell length · 9 cubits
3c60b963-e600-8187-8bde-ef308fbe644d,https://app.notion.com/3c60b963e60081878bdeef308fbe644d,2026-08-24 07:43:29Z,B,UPPER-PATRICH,1,0.525,cubit,M-LULIN-PATRICH-WALL-OFFSET1C,UPPER-LULIN,Functional reconstruction assumption.,Reconstructed clear setback from Holy-of-Holies walls.,Candidate,"[""https://app.notion.com/3c60b963e60081ae81d7d7042b64544a""]",Radius/Other,0.525m,Patrich lulin setback from wall · 1 cubit
3c60b963-e600-8188-9183-c367ec9f8fa7,https://app.notion.com/3c60b963e60081889183c367ec9f8fa7,2026-08-24 05:26:23Z,B,MID,20,10.5,cubit,M-ULAM-GATE-W,ULAM_GATE,,Front Porch opening width.,Candidate,"[""https://app.notion.com/3c60b963e60081faa927debb290f4639""]",Width,0.525m,Porch doorway width · 20 cubits
3c60b963-e600-8188-a892-d976abc0bbd5,https://app.notion.com/3c60b963e6008188a892d976abc0bbd5,2026-08-24 07:38:36Z,B,MESIBBAH-PATRICH,14,7.35,cubit,M-MESIBBAH-PATRICH-FLIGHT14C,MESIBBAH,Two occurrences.,First and second reconstructed stair-flight runs.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",X/E-W,0.525m,Patrich mesibbah standard flight run · 14 cubits
3c60b963-e600-8188-b32b-e173b7e202e5,https://app.notion.com/3c60b963e6008188b32be173b7e202e5,2026-08-24 05:26:23Z,C,JOS_ANT15,25,13.125,cubit,M-JOS-STONE25-L,TEMPLE_MASONRY,Do not repeat uniformly across all masonry.,Example monumental stone length in Antiquities 15.391.,Candidate,"[""https://app.notion.com/3c60b963e60081e081e1ea20fa9fb317""]",X/E-W,0.525m,Josephus ashlar length · 25 cubits
3c60b963-e600-818b-af09-e3e5796b8faa,https://app.notion.com/3c60b963e600818baf09e3e5796b8faa,2026-08-24 05:26:23Z,B,MID,1,0.525,cubit,M-ULAM-STEP-D,ULAM_STEPS,,Individual step tread before landings.,Candidate,"[""https://app.notion.com/3c60b963e600812e85d7ef89bcd48bc4""]",Depth,0.525m,Porch approach step tread · 1 cubit
3c60b963-e600-818b-bdb0-c53d4573bb8d,https://app.notion.com/3c60b963e600818bbdb0c53d4573bb8d,2026-08-24 07:24:56Z,A,MID_WOMEN_COURT,40,21,cubit,M-WOMEN-CORNER-SIDE40C,WOMEN-CORNER-CHAMBERS,Exact masonry thickness/opening layout unresolved.,Each corner chamber described as forty cubits; use as plan-side dimension in current reconstruction while preserving wall-thickness uncertainty.,Candidate,"[""https://app.notion.com/3c60b963e60081e186bded86e836a012""]",Width,0.525m,Court of Women corner chamber side · 40 cubits
3c60b963-e600-818c-ae65-c7e605284a6d,https://app.notion.com/3c60b963e600818cae65c7e605284a6d,2026-08-24 05:48:32Z,B,MID-4.7,3,1.575,cubit,M-SAN-NS-02,MESIBBAH,,Winding passage width.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · mesibbah 3c
3c60b963-e600-818d-98f5-ce8c65f1d2b0,https://app.notion.com/3c60b963e600818d98f5ce8c65f1d2b0,2026-08-24 05:26:23Z,B,MID,10,5.25,cubit,M-HEKHAL-GATE-W,HEKHAL_GATE,,Hekhal entrance opening.,Candidate,"[""https://app.notion.com/3c60b963e600812b8a3ec4278ec1f297""]",Width,0.525m,Hekhal doorway width · 10 cubits
3c60b963-e600-818d-bf3b-fcc288a9e158,https://app.notion.com/3c60b963e600818dbf3bfcc288a9e158,2026-08-24 06:16:04Z,B,HEIGHT_STD,6,3.15,cubit,M-SANCT-FOUND-Z,SANCT_HEIGHT,,Closed foundation before main interior volume.,Locked,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Sanctuary foundation / Otem · 6 cubits
3c60b963-e600-818e-8c4b-ec0cb9cc2189,https://app.notion.com/3c60b963e600818e8c4bec0cb9cc2189,2026-08-24 07:24:56Z,A,R_JUDAH_TOP5C,5,2.625,cubit,M-ULAM-LANDING-TOP5C-RJ,ULAM-APPROACH,Never average with 4c.,Rabbi Judah upper landing variant.,Conflict,"[""https://app.notion.com/3c60b963e6008182abd1d79866c98995""]",X/E-W,0.525m,Altar→Ulam upper landing · R Judah 5 cubits
3c60b963-e600-818f-81e1-cb6ed5222adf,https://app.notion.com/3c60b963e600818f81e1cb6ed5222adf,2026-08-24 06:44:39Z,B,SECONDARY_TRANSCRIPTION,5.2,5.2,meter,M-TRIPLE-CHAMBER-NORTHWALL-H5_2,SUB-021,Critical section value; verify from official plate before final mesh.,"Secondary transcription: northern rock face c.5.2m high and slightly sloping south, upper shelf supporting masonry vault.",Candidate,"[""https://app.notion.com/3c60b963e60081ecb49ceb50c49d7384""]",Z/Height,N/A,Triple Gate chamber north rock wall height · transcribed
3c60b963-e600-8192-8b51-e41a4d6e4e61,https://app.notion.com/3c60b963e60081928b51e41a4d6e4e61,2026-08-24 06:16:04Z,B,ALTAR_MID,10,5.25,cubit,M-ALT-MID-Z10,ALTAR_MAIN,"Model as stepped geometry, not a single box.",Stepped profile total rise from 1+5+3+1 cubits.,Locked,"[""https://app.notion.com/3c60b963e600819d8781eb54ea444507""]",Z/Height,0.525m,Middot altar total height · 10 cubits
3c60b963-e600-8194-a9e3-cf9aa5d0151f,https://app.notion.com/3c60b963e6008194a9e3cf9aa5d0151f,2026-08-24 07:46:27Z,A,MID_DERIVED_STANDARD_STEP,7.5,3.9375,cubit,M-WOMEN-ISRAEL-TOTAL-RISE7_5C,WOMEN-NICANOR-STEPS,Strong source-derived total; not a separately stated raw total.,Derived from explicit 15 semicircular steps plus Middot 2:3 general rule of 0.5c rise for all non-Ulam steps.,Candidate,"[""https://app.notion.com/3c60b963e60081e186bded86e836a012""]",Z/Height,0.525m,Women→Israel 15-step total rise · 7.5 cubits
3c60b963-e600-8194-b9ed-d92e0a062ef4,https://app.notion.com/3c60b963e6008194b9edd92e0a062ef4,2026-08-24 07:24:56Z,A,PRINTED_1C_TREAD,1,0.525,cubit,M-ULAM-STEP-TREAD1C-PRINTED,ULAM-APPROACH,Do not merge with half-cubit textual-witness interpretation.,Common printed/translation reading; textual-witness alternate is maintained separately.,Conflict,"[""https://app.notion.com/3c60b963e6008182abd1d79866c98995""]",X/E-W,0.525m,Altar→Ulam step tread · printed 1 cubit
3c60b963-e600-8199-b96e-c83166ba6471,https://app.notion.com/3c60b963e6008199b96ec83166ba6471,2026-08-24 06:32:55Z,A,PHYSICAL_A9477,3.4,3.4,meter,M-SOUTH-CELL-D,SUB-011/SUB-020,Average only.,IAA 2026 Area B average rectangular cell depth.,Candidate,"[""https://app.notion.com/3c60b963e60081b18759cc5641abd6c6""]",Depth,N/A,Southern foundation support cell · average depth
3c60b963-e600-819b-aacc-fdfd5aa0a242,https://app.notion.com/3c60b963e600819baaccfdfd5aa0a242,2026-08-24 07:43:29Z,B,UPPER-PATRICH,3,1.575,cubit,M-ROOF-PATRICH-GRID3C,SANCT-CEILING-GRID,Beam member cross-sections remain unresolved.,Primary/secondary beam system forms 3×3c square modules in reconstruction.,Candidate,"[""https://app.notion.com/3c60b963e60081ae81d7d7042b64544a""]",Radius/Other,0.525m,Patrich ceiling beam-grid module · 3 cubits
3c60b963-e600-819e-b457-cd2469b2309b,https://app.notion.com/3c60b963e600819eb457cd2469b2309b,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,192,58.5216,foot,M-WARREN-SOUTH-TUNNEL-L192FT,SUB-040/SUB-041,Related text elsewhere says 190 ft; preserve 190 and 192 as separate observations.,Warren/Conder: piers/arches or original double tunnel terminate around 192 ft north of south wall.,Conflict,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Depth,N/A,Triple/Double original tunnel masonry length · 192ft record
3c60b963-e600-81a0-8781-ef6251eeaa6a,https://app.notion.com/3c60b963e60081a08781ef6251eeaa6a,2026-08-24 08:12:44Z,B,RAMBAM_15STEP,7.5,3.9375,cubit,M-NIC-RAMBAM-TOTAL7_5C,NICANOR-STEPS,Derived checksum.,15 × 0.5c rise.,Candidate,"[""https://app.notion.com/3c60b963e60081478b13eb65c1f86716""]",Z/Height,0.525m,Nicanor 15-step total rise · Rambam
3c60b963-e600-81a0-9e5e-da06d317f7dd,https://app.notion.com/3c60b963e60081a09e5eda06d317f7dd,2026-08-24 05:26:23Z,B,ALTAR_MID,32,16.8,cubit,M-ALT-MID-X,ALTAR_MAIN,Josephus gives 50 cubits.,Middot base dimension.,Conflict,"[""https://app.notion.com/3c60b963e600819d8781eb54ea444507""]",X/E-W,0.525m,Middot altar base · 32 cubits
3c60b963-e600-81a1-a41c-e718d50cba88,https://app.notion.com/3c60b963e60081a1a41ce718d50cba88,2026-08-24 05:48:32Z,B,MID-4.7,6,3.15,cubit,M-SAN-EW-07,HEKHAL_WALL_W,,East-to-west sanctuary chain segment 7/9.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",X/E-W,0.525m,Sanctuary EW · Hekhal west wall 6c
3c60b963-e600-81a2-8f55-cb7fee2545bc,https://app.notion.com/3c60b963e60081a28f55cb7fee2545bc,2026-08-24 07:43:29Z,A,MID_UPPER_CHAMBER,2,,count,M-UPPER-CEDAR-POSTS2,UPPER-CHAMBER-ENTRY,"Cross-section, rung treatment and exact spacing unresolved.",Two cedar elements/posts in Upper Chamber doorway used to climb to roof.,Locked,"[""https://app.notion.com/3c60b963e600812da2b6ce12d7445dfe""]",Radius/Other,N/A,Upper Chamber cedar climbing posts · count 2
3c60b963-e600-81a2-994e-c084ae032de6,https://app.notion.com/3c60b963e60081a2994ec084ae032de6,2026-08-24 08:08:43Z,A,YOMA_ALTAR_ALIGNMENT,16,8.4,cubit,M-AZ-ALTAR-N-Y,ALTAR_MID,Derived boundary.,32c altar centered on Y=0 axis.,Candidate,"[""https://app.notion.com/3c60b963e60081b8b14ac66a73c25379""]",Y/N-S,0.525m,Altar north face Y
