id,url,createdTime,Evidence ID,Status,Source Type,Grade,Source URL,Passage,Notes,Source,Structure,Claim,Variant,Evidence
3c60b963-e600-81a1-8482-fb314ae58d10,https://app.notion.com/3c60b963e60081a18482fb314ae58d10,2026-08-24 07:48:59Z,E-NICANOR-RABBINIC-WEST,Cross-checked,Primary Text,A,https://www.sefaria.org/Mishnah_Middot.2.6,"Middot 2:3, 2:6; Shekalim 6",Wicket dimensions and gatehouse depth are not stated.,"Mishnah Middot 2:3, 2:6; Mishnah Shekalim 6",Nicanor Gate / Women→Israel interface,"Nicanor is the eastern gate of the Azarah reached from the Court of Women; standard Temple gate class is 10c wide ×20c high; its doors remained copper/bronze-like rather than being replaced by gold; it had two side wickets, one right and one left.",NICANOR-RABBINIC-WEST,Middot/Shekalim · Rabbinic Nicanor gate identity and wickets
3c60b963-e600-81b8-b14a-c66a73c25379,https://app.notion.com/3c60b963e60081b8b14ac66a73c25379,2026-08-24 08:08:22Z,E-YOMA-16B-ALTAR-ALIGN,Cross-checked,Primary Text,A,https://www.sefaria.org/Yoma.16b,16b,"Used to derive altar centerline Y=0 in the H0 local frame; this coordinate is derived, not a separately stated survey coordinate.",Babylonian Talmud · Yoma,Azarah / Altar / Hekhal axis,"The 32-cubit altar is described as 10 cubits opposite the Sanctuary entrance, with 11 cubits north and 11 cubits south, yielding a centered altar relative to the 10-cubit Hekhal entrance axis.",YOMA_ALTAR_ALIGNMENT,Yoma 16b · altar aligned to Sanctuary entrance axis
3c60b963-e600-81f9-ad7c-d6b8e86daf3c,https://app.notion.com/3c60b963e60081f9ad7cd6b8e86daf3c,2026-08-24 08:08:22Z,E-RAMBAM-BH-5_17-AZARAH-NS,Cross-checked,Primary Text,B,https://www.sefaria.org/Mishneh_Torah%2C_The_Chosen_Temple.5.17,5:17,"Secondary rabbinic reconstruction/halakhic codification used as a selected production variant, not raw Middot geometry.",Mishneh Torah · The Chosen Temple,Azarah / Ramp / North-South court closure,"Rambam gives altar 32 cubits, ramp ground occupancy 30 cubits, 12.5 cubits between ramp and south wall, and 60.5 cubits from north courtyard wall to altar wall.",RAMBAM_AZARAH_Y,Rambam Beit HaBechirah 5:17 · Azarah north-south allocation
3c60b963-e600-81f1-8fd2-d10ba1662852,https://app.notion.com/3c60b963e60081f18fd2d10ba1662852,2026-08-24 08:08:22Z,E-RAMBAM-BH-2_13-RAMP,Cross-checked,Primary Text,B,https://www.sefaria.org/Mishneh_Torah%2C_The_Chosen_Temple.2.13,2:13,"Corrects P-03 v0.1 ramp-envelope direction; 2c overlap is toward/onto altar, not farther south.",Mishneh Torah · The Chosen Temple,Altar Ramp,"Ramp is 32 cubits long and 16 wide, consumes 30 cubits on the ground, and extends one cubit over the altar foundation and one over the surrounding ledge.",RAMBAM_RAMP_GEOMETRY,"Rambam Beit HaBechirah 2:13 · ramp 32c, ground run 30c, 2c overlap"
3c60b963-e600-8113-8dda-f41ee074497b,https://app.notion.com/3c60b963e60081138ddaf41ee074497b,2026-08-24 08:12:27Z,E-RITMEYER-NIC-SHALLOW,Extracted,Scholarly Reconstruction,C,https://library.biblicalarchaeology.org/article/ritmeyer-responds-to-jacobson/,discussion point 9,Scholarly derived value; preserve separately from Rambam 0.5-cubit steps.,Leen Ritmeyer · response to Jacobson / Temple and the Rock discussion,Nicanor 15-step vertical profile,Ritmeyer combines Josephus' statement that the fifteen steps were shallower with his overall east-west level reconstruction and derives roughly five inches rise per step.,RITMEYER_SHALLOW_15STEP,Ritmeyer · Nicanor fifteen-step shallow-rise reconstruction
3c60b963-e600-8147-8b13-eb65c1f86716,https://app.notion.com/3c60b963e60081478b13eb65c1f86716,2026-08-24 08:12:27Z,E-RAMBAM-BH-6_2-NIC-STEPS,Cross-checked,Primary Text,B,https://www.sefaria.org/Mishneh_Torah%2C_The_Chosen_Temple.6.2,6:2,Secondary codified reconstruction; Middot itself gives count and semicircular form but not individual rise/tread.,Mishneh Torah · The Chosen Temple,Court of Women → Nicanor → Court of Israel,"Rambam gives fifteen steps from the Women's Courtyard to the Court of Israel, each half a cubit high and half a cubit wide, producing a 7.5-cubit rise.",RAMBAM_15STEP,Rambam Beit HaBechirah 6:2 · 15 Nicanor steps 0.5c rise/tread
3c60b963-e600-81f9-bade-e5341c67f0f2,https://app.notion.com/3c60b963e60081f9badee5341c67f0f2,2026-08-24 08:12:27Z,E-JOS-W5.206-NIC-STEPS,Cross-checked,Primary Text,B,https://www.sefaria.org/The_War_of_the_Jews.5.5.2,5.206,Supports a shallower alternate step-height interpretation; does not supply exact rise/tread dimensions.,Flavius Josephus · Jewish War,Court of Women / greater eastern gate,Josephus describes fifteen steps from the Court of Women to the greater gate as lower/shallower than the other gate steps.,JOSEPHUS_SHALLOW_15STEP,Josephus War 5.206 · fifteen steps shallower than other gate steps
3c70b963-e600-817c-8f18-cf45b6be911f,https://app.notion.com/3c70b963e600817c8f18cf45b6be911f,2026-08-25 09:32:33Z,E-PEF1884-SOUTH-GENERAL-P158,Cross-checked,Archaeology,B,https://content.ecf.org.il/files/M00868_PEFSurveyOfWesternPalestineJerusalem1884English.pdf,"The Survey of Western Palestine: Jerusalem (1884), p.158, “South Wall of the Sanctuary.—General Aspect.” Primary-text wording: “broken into three nearly equal sections” by the Double and Triple Gates; Double 330ft from SW angle; older portion of Triple 300ft from SE angle. Secondary summaries sometimes paraphrase this as “trisected”; keep the primary wording as canonical verbatim.",PEF p.158 raw historical survey chain. Exact jamb/center/opening-center convention is not stated. The phrase 'older portion' is retained as source semantics and must not be silently normalized to the present visible Triple façade. Primary verbatim = 'broken into three nearly equal sections'; 'trisected' is only a secondary paraphrase. Historical survey frame only; not modern production accuracy.,"C. W. Wilson / C. Warren / C. R. Conder, Palestine Exploration Fund, The Survey of Western Palestine: Jerusalem (1884)",F02J South Wall / Double Gate / Triple Gate,"PEF p.158 records the south-wall historical survey chain: 922ft total, Double 330ft from SW angle, older Triple portion 300ft from SE angle.",HISTORICAL_SURVEY_GENERAL_ASPECT_P158,PEF 1884 · South Wall of the Sanctuary—General Aspect · p.158
3c70b963-e600-81c7-8b8b-e2e831b9ab5a,https://app.notion.com/3c70b963e60081c78b8be2e831b9ab5a,2026-08-25 09:32:33Z,E-ABADI2024-PILGRIMAGE-ROAD-70M,Cross-checked,Scholarly Reconstruction,B,https://doi.org/10.1007/s12520-024-02079-1,"The Jerusalem pilgrimage road in the second temple period: an anthropological and archaeological perspective. Archaeological and Anthropological Sciences 16, 173 (2024).",Published modern synthesis; the Double/Triple Gate ≈70m statement cites Mazar 2002. Treat as inherited/synthesis claim rather than independent survey. Exact endpoint/centerline/phase convention remains unresolved.,Omri Abadi; Bartłomiej Szypuła; Michał Marciak (2024),F02J Double Gate / Triple Gate separation,"The 2024 study describes the Double and Triple Gates as about 70m apart, citing Mazar 2002; endpoint semantics are not established by this statement alone.",MODERN_SYNTHESIS_CITING_MAZAR2002,Abadi·Szypuła·Marciak 2024 · Double–Triple Gate ≈70m synthesis
3c70b963-e600-81ef-8620-d9e669e81a3b,https://app.notion.com/3c70b963e60081ef8620d9e669e81a3b,2026-08-25 10:44:13Z,E-PEF1884-TRIPLE-GATE-PP164-165,Cross-checked,Archaeology,B,https://content.ecf.org.il/files/M00868_PEFSurveyOfWesternPalestineJerusalem1884English.pdf,"pp.164–165, “The Triple Gate and Double Tunnel (Plate XXV.).” p.164 verbatim check: “remains of the ancient entrance”. The same page describes the Great Course as forming part of the western jamb. p.165 gives original double-tunnel widths: Triple 39ft; Double 41ft.","Critical feature/phase-semantics evidence. PEF distinguishes the visible Triple-Gate fabric, generally attributed there to Justinian, from an older entrance/tunnel fabric at its base. This supports phase/reference ambiguity but does not by itself identify the p.158 300ft station endpoint.","C. W. Wilson / C. Warren / C. R. Conder, Palestine Exploration Fund, The Survey of Western Palestine: Jerusalem (1884)",F02J Triple Gate / ancient entrance / double tunnel,"PEF pp.164–165 separates visible Triple-Gate fabric from an older entrance/tunnel context and records Triple/Double tunnel widths of 39ft/41ft, materially strengthening the phase/reference-semantics hypothesis.",HISTORICAL_SURVEY_TRIPLE_GATE_PHASE_CONTEXT,PEF 1884 · Triple Gate and Double Tunnel · pp.164–165
3c70b963-e600-81b7-b413-dc8c28966b50,https://app.notion.com/3c70b963e60081b7b413dc8c28966b50,2026-08-25 10:53:46Z,E-WIKI-DOUBLE-CORRIDOR-EXIT-80M-LOW,Pending,Visual Reference,D,https://en.wikipedia.org/wiki/The_Double_Gate,Unsourced sentence on the English article: the Double-Gate corridor ends at a staircase/exit described as being about 80 m from the Triple door.,"CANDIDATE_LOW · NONCOMPARABLE_GEOMETRY_LIKELY. This is not stated as Double-Gate entrance ↔ Triple-Gate entrance separation along the south wall. It likely mixes an interior corridor-exit/stair endpoint with the Triple door, so do NOT add it to the F02J 70m-vs-89m conflict arithmetic. Retain only as a pointer for source chasing.",English Wikipedia · The Double Gate,Double Gate corridor / interior exit / Triple door,A low-quality unsourced web statement mentions an 80m relation between the Double-Gate corridor exit and the Triple door; it is probably a different geometry from south-wall gate separation and is not production evidence.,CANDIDATE_LOW_NONCOMPARABLE_GEOMETRY,Wikipedia · Double-Gate corridor exit ≈80m from Triple door · low-quality non-comparable lead
3c70b963-e600-81cb-a388-dec842bd7d03,https://app.notion.com/3c70b963e60081cba388dec842bd7d03,2026-08-25 11:02:13Z,E-WARREN-ATLAS-PLATES-XXV-XXVI-INDEX,Cross-checked,Archaeology,B,https://www.archives.openjerusalem.org/index.php/four-printed-plans-elevations-sections-etc-showing-the-results-of-the-excavations-at-jerusalem-1867-1870-executed-for-the-committee-of-the-palestine-exploration-fund-by-captain-charles-warren-royal-engineers,"GB-PEF/DA/JER/WAR64 · Warren Atlas (1884): Plate 25 = “Triple Gate and Double Tunnel”; Plate 26 = “Elevation of South front”. Complete atlas: 50 plates including contents, 45×58 cm in archival description.",This confirms the correct primary plate targets only. A readable digital reproduction of Plates XXV/XXVI was not recovered in the current pass; no geometry or station endpoint has been measured from the plates. Do not treat plate-title confirmation as Plate-level spatial closure.,Palestine Exploration Fund archival catalog via OpenJerusalem,F02J south wall / Triple Gate / south-front elevation,The PEF archival catalog identifies the exact Warren Atlas sheets required for F02J endpoint-semantic recovery: Plate XXV Triple Gate and Double Tunnel; Plate XXVI Elevation of South front.,ARCHIVAL_PLATE_INDEX_ONLY,OpenJerusalem · Warren Atlas plate index · XXV/XXVI
3c70b963-e600-81f1-a0c9-f915a7806d40,https://app.notion.com/3c70b963e60081f1a0c9f915a7806d40,2026-08-25 11:02:13Z,E-PEFQS1891-TRIPLE-SECTION-P222,Cross-checked,Scholarly Reconstruction,B,https://biblicalstudies.org.uk/pdf/pefqs/1891_03_218.pdf,"PEF Quarterly Statement 1891, p.222: Plan No. II is a section of the Triple Gate taken from The Recovery of Jerusalem p.230; the intersection lies immediately above a large stone described as the foot of an engaged column; the western wall of the Triple Gate passage is described as very ancient.","Historical secondary analysis inside the PEF publication ecosystem. It confirms that Recovery of Jerusalem p.230 contains a useful Triple-Gate section and anchors an ancient western passage-wall/engaged-column feature, but it does NOT identify the p.158 300 ft from SE longitudinal station. Use as a source-recovery bridge only.",Palestine Exploration Fund Quarterly Statement (1891),Triple Gate western passage wall / engaged-column stone / section,"The 1891 PEF article explicitly reuses Warren’s Triple-Gate section from Recovery of Jerusalem p.230 and locates an ancient western passage-wall feature, providing a bridge to primary drawing recovery without resolving F02J’s 300ft station semantics.",HISTORICAL_DERIVED_SECTION_BRIDGE,PEF Quarterly 1891 · Triple-Gate section reused from Recovery of Jerusalem p.230
3c70b963-e600-8152-801e-c301d48ee21e,https://app.notion.com/3c70b963e6008152801ec301d48ee21e,2026-08-25 11:30:45Z,E-PELEG2014-TM-OUTER-PORTICO-DORIC,Cross-checked,Scholarly Reconstruction,B,https://doi.org/10.5615/bullamerschoorie.371.0141,p.146 n.12; article full text cross-checked,"Supports Doric-order family for the W/N/E outer porticoes at B/T2 guide level. Does NOT supply exact diameter, base/capital proportions, flute count, intercolumniation, entablature dimensions, or roof geometry. Do not transfer Royal Stoa Corinthian order to these outer porticoes.","Orit Peleg-Barkat, “Fit for a King: Architectural Decor in Judaea and Herod as Trendsetter,” BASOR 371 (2014), 141–161",Outer court porticoes · west/north/east,"Peleg-Barkat identifies Doric columns as continuing in large public colonnades including the western, northern, and eastern porticoes of the Temple Mount.",DORIC_ORDER_MORPHOLOGY_ONLY,Peleg-Barkat 2014 · Doric columns in W/N/E Temple Mount porticoes
